title: exp3_null, recorded: 21.11.18 16.02.51, timestamp started:2017-11-21T16:17:43.558438-08:00            , sampling:256, subject:, labels:COUNTER INTERPOLATED F3 FC5 AF3 F7 T7 P7 O1 O2 P8 T8 F8 AF4 FC6 F4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, , chan:40, samples:5000, units:emotiv,,,,,,,,,,,,,,,,,,,,,,,,,
72,16,4139.487179,4132.820513,4127.435897,4120.641025,4124.871795,4115,3973.333333,4123.461538,4121.538461,4118.461538,4133.461538,4124.743589,4116.538461,4140.51282,137,12,,,,,,,,,,,,,,,,,
73,16,4140.51282,4129.743589,4131.025641,4122.051282,4120.51282,4121.794872,3976.282051,4123.717948,4125.25641,4124.871795,4132.820513,4130.25641,4119.615384,4142.435897,132,13,,,,,,,,,,,,,,,,,
74,16,4142.307692,4132.564102,4136.923077,4125.51282,4124.487179,4121.923077,3977.179487,4123.333333,4125.25641,4125.128205,4138.461538,4138.589743,4125.25641,4142.692307,15,13,,,,,,,,,,,,,,,,,
75,16,4133.461538,4132.051282,4128.076923,4123.461538,4127.435897,4118.461538,3968.076922,4125.51282,4121.923077,4119.871795,4137.307692,4131.282051,4120.897436,4140.128205,13,13,,,,,,,,,,,,,,,,,
76,16,4133.717948,4129.743589,4130,4122.179487,4122.948718,4119.871795,3954.230769,4123.846154,4119.615384,4115.25641,4133.974359,4128.333333,4115.769231,4139.102564,246,12,,,,,,,,,,,,,,,,,
77,16,4135,4131.923077,4133.076923,4125.51282,4127.948718,4120.641025,3950.897435,4124.358974,4129.487179,4123.076923,4143.461538,4138.974359,4125.641025,4142.564102,165,12,,,,,,,,,,,,,,,,,
78,16,4134.358974,4133.974359,4134.230769,4128.461538,4130.25641,4122.564102,3954.615384,4129.230769,4140.769231,4122.051282,4146.025641,4140.128205,4131.153846,4146.282051,15,13,,,,,,,,,,,,,,,,,
79,16,4132.692307,4130.641025,4132.820513,4125.51282,4122.564102,4123.076923,3948.589743,4127.051282,4137.948718,4112.948718,4134.230769,4128.461538,4119.871795,4143.717949,13,13,,,,,,,,,,,,,,,,,
80,16,4123.205128,4127.307692,4122.051282,4121.666666,4124.487179,4113.461538,3933.717948,4120.641025,4129.871795,4121.923077,4129.487179,4122.307692,4112.692307,4135.25641,246,12,,,,,,,,,,,,,,,,,
81,16,4125.641025,4124.102564,4124.102564,4123.461538,4122.820513,4111.025641,3923.589743,4124.230769,4126.282051,4127.179487,4129.230769,4122.307692,4111.282051,4132.435897,165,12,,,,,,,,,,,,,,,,,
82,16,4128.846154,4126.666666,4125,4124.743589,4115.51282,4119.230769,3924.487179,4129.615384,4130.51282,4121.410256,4128.461538,4121.410256,4110.641025,4137.179487,15,13,,,,,,,,,,,,,,,,,
83,16,4126.153846,4131.282051,4122.948718,4123.076923,4118.076923,4120.641025,3922.692307,4125.641025,4128.846154,4122.435897,4128.076923,4120,4111.153846,4139.102564,13,13,,,,,,,,,,,,,,,,,
84,16,4127.307692,4128.974359,4124.358974,4124.487179,4122.435897,4117.820513,3913.846153,4122.307692,4118.076923,4119.615384,4124.743589,4117.307692,4111.538461,4133.974359,246,12,,,,,,,,,,,,,,,,,
85,16,4124.871795,4129.358974,4119.487179,4124.743589,4122.564102,4119.871795,3909.743589,4124.743589,4121.282051,4110,4123.589743,4113.846154,4111.153846,4131.025641,165,12,,,,,,,,,,,,,,,,,
86,16,4128.333333,4132.051282,4127.948718,4127.179487,4119.230769,4122.435897,3905.897435,4126.794872,4125.897436,4107.307692,4122.692307,4115.51282,4108.333333,4134.358974,15,13,,,,,,,,,,,,,,,,,
87,16,4134.102564,4135.128205,4133.589743,4136.025641,4126.923077,4122.820513,3904.999999,4126.538461,4126.410256,4121.282051,4127.564102,4125.128205,4115,4140.641025,13,13,,,,,,,,,,,,,,,,,
88,16,4136.794872,4135.641025,4130.769231,4135,4135.25641,4123.461538,3906.666666,4125.51282,4129.230769,4130.641025,4134.358974,4127.820513,4121.666666,4142.820513,246,12,,,,,,,,,,,,,,,,,
89,16,4136.153846,4128.333333,4130.25641,4124.615384,4125.128205,4122.435897,3897.435897,4125,4122.564102,4115.384615,4128.333333,4120.128205,4111.794872,4139.358974,165,12,,,,,,,,,,,,,,,,,
90,16,4128.846154,4125.51282,4123.717948,4123.333333,4121.794872,4120.128205,3889.230768,4126.666666,4119.615384,4106.666666,4123.589743,4119.743589,4106.025641,4138.076923,15,13,,,,,,,,,,,,,,,,,
91,16,4131.666666,4127.820513,4127.435897,4126.538461,4125.25641,4121.025641,3887.820512,4126.538461,4124.743589,4111.025641,4125.25641,4124.487179,4112.179487,4138.589743,13,13,,,,,,,,,,,,,,,,,
92,16,4129.358974,4127.051282,4126.923077,4124.230769,4124.615384,4121.282051,3879.871794,4123.076923,4123.846154,4106.025641,4129.358974,4122.435897,4116.538461,4138.205128,246,12,,,,,,,,,,,,,,,,,
93,16,4118.717948,4120.897436,4122.820513,4121.153846,4120.897436,4114.743589,3867.307691,4122.179487,4116.666666,4102.948718,4130.897436,4118.333333,4112.435897,4138.589743,165,12,,,,,,,,,,,,,,,,,
94,16,4118.589743,4113.717948,4128.205128,4120.128205,4111.794872,4110.641025,3865.641025,4124.230769,4114.102564,4112.948718,4123.461538,4117.948718,4104.230769,4135.769231,15,13,,,,,,,,,,,,,,,,,
95,16,4119.615384,4115.769231,4124.230769,4120.128205,4114.871795,4118.974359,3871.28205,4128.717948,4124.230769,4131.410256,4124.358974,4121.923077,4108.461538,4136.538461,13,13,,,,,,,,,,,,,,,,,
96,16,4122.179487,4120.769231,4127.307692,4122.435897,4122.307692,4123.205128,3864.230768,4131.666666,4129.487179,4134.743589,4128.589743,4123.846154,4112.051282,4136.538461,246,12,,,,,,,,,,,,,,,,,
97,16,4120.641025,4119.615384,4128.205128,4123.205128,4118.461538,4116.666666,3852.948717,4127.051282,4125.25641,4130.384615,4126.923077,4117.692307,4107.564102,4127.820513,165,12,,,,,,,,,,,,,,,,,
98,16,4117.820513,4116.923077,4123.333333,4122.692307,4115.769231,4116.410256,3852.948717,4123.589743,4126.282051,4132.820513,4130.641025,4119.230769,4111.410256,4125.769231,15,13,,,,,,,,,,,,,,,,,
99,16,4126.538461,4120.897436,4131.538461,4124.230769,4122.051282,4123.333333,3854.743589,4125.51282,4125.25641,4122.564102,4137.435897,4128.333333,4116.153846,4135.641025,13,13,,,,,,,,,,,,,,,,,
100,16,4126.538461,4126.410256,4130.25641,4125,4127.564102,4120.25641,3850.897435,4125.384615,4119.358974,4116.666666,4139.487179,4129.871795,4117.435897,4141.025641,246,12,,,,,,,,,,,,,,,,,
101,16,4122.307692,4121.282051,4129.743589,4124.358974,4122.948718,4112.435897,3845.51282,4124.358974,4113.846154,4125.384615,4133.076923,4129.615384,4114.487179,4139.230769,165,12,,,,,,,,,,,,,,,,,
102,16,4122.435897,4119.487179,4131.538461,4125,4121.025641,4113.076923,3844.230768,4125,4111.923077,4122.051282,4128.717948,4131.538461,4111.666666,4139.74359,15,13,,,,,,,,,,,,,,,,,
103,16,4124.487179,4125.25641,4126.923077,4127.051282,4122.051282,4117.948718,3843.589743,4123.846154,4108.461538,4109.230769,4130.128205,4128.333333,4113.589743,4139.230769,13,13,,,,,,,,,,,,,,,,,
104,16,4130.51282,4124.358974,4129.102564,4126.923077,4115.25641,4122.179487,3842.948717,4122.564102,4101.794871,4109.358974,4124.871795,4121.410256,4108.846154,4136.282051,246,12,,,,,,,,,,,,,,,,,
105,16,4125.51282,4124.743589,4124.487179,4123.205128,4120,4121.538461,3848.461538,4124.358974,4112.051282,4125,4122.179487,4122.051282,4107.307692,4136.025641,165,12,,,,,,,,,,,,,,,,,
106,16,4120.769231,4128.589743,4122.564102,4121.923077,4130.384615,4115.384615,3847.051281,4125.384615,4123.333333,4121.538461,4125.51282,4124.487179,4111.794872,4136.025641,15,13,,,,,,,,,,,,,,,,,
107,16,4122.564102,4122.948718,4121.794872,4121.794872,4121.666666,4112.820513,3838.589743,4123.846154,4118.461538,4111.538461,4123.076923,4117.948718,4109.102564,4133.717948,13,13,,,,,,,,,,,,,,,,,
108,16,4119.743589,4116.538461,4116.538461,4119.358974,4113.846154,4115.641025,3834.871794,4123.205128,4119.487179,4124.102564,4119.743589,4115.641025,4105.769231,4131.153846,246,12,,,,,,,,,,,,,,,,,
109,16,4120.384615,4115,4120.641025,4119.358974,4117.179487,4113.589743,3827.307691,4124.230769,4121.282051,4130.128205,4117.948718,4116.666666,4106.794872,4128.076923,165,12,,,,,,,,,,,,,,,,,
110,16,4117.948718,4116.282051,4116.538461,4121.923077,4120.769231,4108.589743,3824.743589,4126.025641,4118.333333,4122.179487,4117.948718,4112.948718,4107.307692,4125.128205,15,13,,,,,,,,,,,,,,,,,
111,16,4122.435897,4122.564102,4120.51282,4124.358974,4119.743589,4113.589743,3834.743589,4126.025641,4117.820513,4117.948718,4121.666666,4113.076923,4105.769231,4129.358974,13,13,,,,,,,,,,,,,,,,,
112,16,4131.410256,4127.051282,4132.564102,4126.666666,4117.692307,4120.128205,3839.743589,4123.076923,4117.307692,4118.717948,4124.743589,4121.025641,4108.461538,4136.025641,246,12,,,,,,,,,,,,,,,,,
113,16,4127.051282,4124.871795,4129.102564,4128.846154,4121.025641,4120.51282,3840.51282,4123.333333,4116.923077,4116.410256,4125.897436,4126.410256,4113.974359,4137.179487,165,12,,,,,,,,,,,,,,,,,
114,16,4124.230769,4120.897436,4128.461538,4126.153846,4120.641025,4121.153846,3841.794871,4125.128205,4113.717948,4101.666666,4122.179487,4124.230769,4112.435897,4137.820513,15,13,,,,,,,,,,,,,,,,,
115,16,4118.974359,4117.435897,4122.820513,4118.846154,4119.871795,4121.923077,3840.641025,4121.410256,4110.384615,4097.820512,4119.871795,4118.205128,4109.230769,4133.846154,13,13,,,,,,,,,,,,,,,,,
116,16,4119.615384,4114.358974,4121.282051,4117.820513,4118.974359,4121.153846,3841.794871,4124.487179,4112.948718,4114.102564,4119.102564,4114.871795,4108.333333,4130.25641,246,12,,,,,,,,,,,,,,,,,
117,16,4130.51282,4119.358974,4131.282051,4124.102564,4116.923077,4122.948718,3843.076922,4133.333333,4128.846154,4130.769231,4118.205128,4118.333333,4109.230769,4135.641025,165,12,,,,,,,,,,,,,,,,,
118,16,4125.128205,4127.692307,4127.820513,4125.384615,4121.538461,4121.282051,3835.897435,4130.128205,4139.102564,4134.743589,4121.153846,4121.153846,4111.666666,4137.692307,15,13,,,,,,,,,,,,,,,,,
119,16,4119.358974,4123.076923,4125.769231,4123.076923,4118.461538,4115,3829.358973,4123.461538,4125.51282,4127.435897,4120.51282,4116.794872,4108.589743,4132.179487,13,13,,,,,,,,,,,,,,,,,
120,16,4121.025641,4116.794872,4124.230769,4123.461538,4114.743589,4115.51282,3834.615384,4124.358974,4125.897436,4126.538461,4122.435897,4118.589743,4109.615384,4134.102564,246,12,,,,,,,,,,,,,,,,,
121,16,4122.051282,4123.076923,4127.564102,4123.076923,4116.923077,4118.589743,3840.256409,4129.615384,4141.025641,4131.153846,4130,4129.358974,4121.410256,4140.897436,165,12,,,,,,,,,,,,,,,,,
122,16,4128.205128,4129.615384,4134.615384,4129.102564,4120.897436,4117.307692,3838.974358,4135.128205,4139.871795,4130.769231,4134.871795,4134.230769,4130.128205,4141.794872,15,13,,,,,,,,,,,,,,,,,
123,16,4130.128205,4128.846154,4126.282051,4134.102564,4126.025641,4117.820513,3841.923076,4135,4135.128205,4138.333333,4136.666666,4130.128205,4127.692307,4142.820513,13,13,,,,,,,,,,,,,,,,,
124,16,4125.51282,4125.641025,4125.384615,4126.538461,4122.692307,4122.179487,3844.871794,4127.820513,4132.051282,4138.205128,4128.846154,4121.794872,4116.153846,4141.666666,246,12,,,,,,,,,,,,,,,,,
125,16,4117.692307,4125.25641,4125,4121.410256,4122.051282,4125.128205,3844.743589,4124.487179,4127.307692,4120.128205,4121.410256,4118.333333,4110.51282,4133.205128,165,12,,,,,,,,,,,,,,,,,
126,16,4118.333333,4122.820513,4123.333333,4123.717948,4123.717948,4119.487179,3842.564102,4125,4125.897436,4112.692307,4123.205128,4120.384615,4112.051282,4130,15,13,,,,,,,,,,,,,,,,,
127,16,4121.025641,4115.897436,4129.743589,4122.692307,4116.282051,4113.333333,3837.564102,4122.820513,4126.666666,4119.743589,4125.128205,4121.410256,4111.923077,4133.717948,54,0,,,,,,,,,,,,,,,,,
0,16,4112.692307,4117.307692,4125.769231,4120.897436,4117.179487,4118.205128,3841.794871,4124.615384,4132.692307,4133.589743,4130.641025,4124.358974,4115.641025,4137.435897,215,11,,,,,,,,,,,,,,,,,
1,16,4117.564102,4121.153846,4126.666666,4123.205128,4119.230769,4124.743589,3844.743589,4129.615384,4137.179487,4138.076923,4130.769231,4124.487179,4116.538461,4136.153846,244,12,,,,,,,,,,,,,,,,,
2,16,4123.717948,4120.51282,4126.153846,4122.948718,4115.897436,4118.846154,3838.333332,4130,4138.333333,4132.435897,4122.948718,4119.743589,4114.358974,4131.794872,236,10,,,,,,,,,,,,,,,,,
3,16,4121.410256,4126.025641,4126.025641,4125,4122.948718,4117.564102,3831.410256,4126.282051,4137.948718,4127.820513,4123.846154,4120.51282,4116.666666,4134.102564,62,12,,,,,,,,,,,,,,,,,
4,16,4127.564102,4130,4135.25641,4130.769231,4127.179487,4122.179487,3827.564102,4121.923077,4127.307692,4122.179487,4124.743589,4124.102564,4114.871795,4139.230769,5,14,,,,,,,,,,,,,,,,,
5,16,4121.538461,4122.692307,4126.282051,4127.051282,4121.666666,4113.974359,3827.692307,4122.051282,4119.743589,4126.282051,4118.333333,4120,4111.025641,4133.974359,240,8,,,,,,,,,,,,,,,,,
6,16,4111.153846,4110.641025,4116.153846,4114.871795,4117.051282,4110.128205,3826.28205,4123.205128,4119.743589,4116.923077,4109.230769,4110.769231,4106.282051,4122.948718,173,12,,,,,,,,,,,,,,,,,
7,16,4108.205128,4107.564102,4113.076923,4111.153846,4116.153846,4120.769231,3830.128204,4122.948718,4120.128205,4093.205128,4104.102564,4105.25641,4100.25641,4119.743589,51,5,,,,,,,,,,,,,,,,,
8,16,4108.717948,4113.717948,4112.820513,4115.769231,4117.692307,4123.076923,3842.179486,4124.230769,4122.948718,4099.871795,4104.358974,4107.051282,4098.333333,4121.923077,139,12,,,,,,,,,,,,,,,,,
9,16,4115.384615,4114.743589,4120.128205,4117.564102,4114.487179,4116.282051,3843.076922,4125.25641,4124.615384,4125.769231,4105,4109.871795,4099.743589,4123.974359,140,13,,,,,,,,,,,,,,,,,
10,16,4113.974359,4113.205128,4115.25641,4117.051282,4109.487179,4111.282051,3831.538461,4124.487179,4128.717948,4132.307692,4112.564102,4112.051282,4109.102564,4128.589743,21,13,,,,,,,,,,,,,,,,,
11,16,4112.435897,4114.615384,4115.641025,4119.871795,4105.25641,4108.076923,3825.76923,4123.846154,4130.641025,4121.153846,4116.923077,4115.384615,4114.230769,4129.615384,17,13,,,,,,,,,,,,,,,,,
12,16,4111.794872,4111.538461,4117.179487,4119.230769,4103.076923,4108.333333,3826.666666,4122.564102,4125.769231,4121.538461,4110.897436,4110.128205,4108.205128,4124.871795,255,12,,,,,,,,,,,,,,,,,
13,16,4103.589743,4105.769231,4107.948718,4112.820513,4104.615384,4109.230769,3826.02564,4121.666666,4123.205128,4120.128205,4108.205128,4103.846154,4104.102564,4120.769231,167,12,,,,,,,,,,,,,,,,,
14,16,4098.333333,4098.333333,4105.897436,4106.794872,4102.307692,4110.384615,3828.461538,4122.179487,4117.820513,4105,4102.179487,4100,4095.51282,4114.487179,21,13,,,,,,,,,,,,,,,,,
15,16,4096.923077,4094.871795,4101.025641,4102.948718,4104.487179,4115.128205,3838.589743,4122.051282,4117.307692,4108.974359,4098.974359,4093.974359,4090.384615,4110.384615,17,13,,,,,,,,,,,,,,,,,
16,16,4107.179487,4102.948718,4107.564102,4109.102564,4111.666666,4120.51282,3844.615384,4122.692307,4120.769231,4123.076923,4104.871795,4096.923077,4099.871795,4115.25641,0,0,,,,,,,,,,,,,,,,,
17,16,4119.358974,4117.820513,4121.153846,4120.128205,4114.743589,4118.205128,3843.846153,4125.769231,4121.794872,4124.230769,4109.743589,4106.538461,4109.871795,4126.153846,0,0,,,,,,,,,,,,,,,,,
18,16,4124.871795,4127.307692,4126.025641,4124.743589,4119.743589,4113.846154,3843.717948,4126.666666,4130.641025,4122.307692,4118.076923,4118.974359,4119.871795,4137.692307,0,0,,,,,,,,,,,,,,,,,
19,16,4132.307692,4125.769231,4135.128205,4126.410256,4120.25641,4116.794872,3842.692307,4124.487179,4136.153846,4123.974359,4127.564102,4130.384615,4129.358974,4143.205128,0,0,,,,,,,,,,,,,,,,,
20,16,4127.692307,4123.589743,4128.461538,4127.948718,4121.923077,4120.897436,3848.333333,4124.615384,4135.897436,4136.153846,4130.51282,4130.769231,4128.076923,4140.128205,0,0,,,,,,,,,,,,,,,,,
21,16,4122.692307,4121.666666,4119.743589,4122.692307,4118.076923,4120.897436,3857.179486,4127.948718,4136.794872,4143.076923,4124.743589,4121.538461,4117.179487,4138.076923,0,0,,,,,,,,,,,,,,,,,
22,16,4124.743589,4115.641025,4123.076923,4114.743589,4107.435897,4115.51282,3855.256409,4128.205128,4134.615384,4130.51282,4116.923077,4117.435897,4111.923077,4137.307692,0,0,,,,,,,,,,,,,,,,,
23,16,4116.923077,4112.179487,4119.358974,4115.641025,4111.282051,4110,3856.02564,4125.769231,4133.717948,4126.794872,4113.461538,4117.564102,4114.615384,4129.615384,0,0,,,,,,,,,,,,,,,,,
24,16,4112.692307,4112.307692,4119.743589,4120.384615,4114.230769,4113.589743,3865.128204,4124.871795,4131.410256,4133.974359,4108.846154,4111.153846,4110,4121.666666,0,0,,,,,,,,,,,,,,,,,
25,16,4112.051282,4114.743589,4117.435897,4118.333333,4114.743589,4120,3872.435897,4125.25641,4133.589743,4133.461538,4112.051282,4110.769231,4109.487179,4123.461538,0,0,,,,,,,,,,,,,,,,,
26,16,4107.820513,4109.615384,4112.564102,4109.102564,4115,4116.282051,3871.28205,4124.230769,4130.128205,4120.384615,4111.666666,4110.128205,4108.846154,4123.717948,0,0,,,,,,,,,,,,,,,,,
27,16,4104.743589,4098.717948,4108.974359,4104.102564,4104.230769,4109.102564,3866.02564,4122.179487,4118.076923,4103.974359,4100.25641,4096.923077,4096.153846,4114.743589,0,0,,,,,,,,,,,,,,,,,
28,16,4099.615384,4097.435897,4098.461538,4104.615384,4094.871795,4110.384615,3862.179486,4121.282051,4115.25641,4099.871795,4096.410256,4089.743589,4089.871795,4108.205128,0,0,,,,,,,,,,,,,,,,,
29,16,4099.487179,4098.974359,4099.358974,4100,4091.923077,4111.025641,3858.717948,4121.538461,4111.410256,4093.589743,4092.435897,4089.487179,4087.051282,4106.794872,0,0,,,,,,,,,,,,,,,,,
30,16,4099.615384,4100.25641,4101.025641,4099.743589,4096.025641,4112.820513,3859.999999,4120.641025,4109.487179,4083.589743,4094.230769,4088.717948,4086.538461,4105.769231,0,0,,,,,,,,,,,,,,,,,
31,16,4102.820513,4109.230769,4106.025641,4108.974359,4105.384615,4115.769231,3864.615384,4119.487179,4117.307692,4086.153846,4105.769231,4095.51282,4093.333333,4111.666666,0,0,,,,,,,,,,,,,,,,,
32,16,4111.153846,4112.435897,4116.794872,4112.435897,4106.025641,4112.435897,3866.02564,4120.897436,4120.51282,4094.871795,4105.384615,4102.948718,4096.282051,4118.589743,0,0,,,,,,,,,,,,,,,,,
33,16,4107.948718,4106.025641,4108.461538,4106.538461,4101.153846,4109.358974,3870.51282,4121.923077,4117.692307,4102.051282,4099.487179,4100,4094.358974,4118.205128,0,0,,,,,,,,,,,,,,,,,
34,16,4108.076923,4101.794871,4107.564102,4106.538461,4098.589743,4109.358974,3876.410256,4120.897436,4112.948718,4100.76923,4098.846154,4091.153846,4092.051282,4115.51282,0,0,,,,,,,,,,,,,,,,,
35,16,4110,4103.076923,4110.897436,4111.666666,4102.435897,4111.153846,3882.051281,4121.153846,4115.641025,4098.205128,4103.461538,4093.205128,4099.743589,4119.615384,0,0,,,,,,,,,,,,,,,,,
36,16,4106.538461,4104.358974,4109.102564,4111.923077,4105.384615,4114.743589,3885.897435,4122.307692,4124.230769,4106.025641,4109.358974,4102.820513,4105.897436,4124.230769,0,0,,,,,,,,,,,,,,,,,
37,16,4107.435897,4100.384615,4112.051282,4108.461538,4097.692307,4115.25641,3889.102563,4123.076923,4121.538461,4107.051282,4107.692307,4100.384615,4097.179487,4117.948718,0,0,,,,,,,,,,,,,,,,,
38,16,4102.820513,4098.205128,4105.25641,4107.435897,4095.897436,4108.717948,3892.820512,4123.076923,4116.025641,4097.435897,4104.743589,4094.487179,4095.897436,4109.358974,0,0,,,,,,,,,,,,,,,,,
39,16,4103.974359,4097.564102,4103.461538,4108.717948,4097.692307,4107.307692,3889.358974,4122.051282,4114.743589,4088.846154,4103.717948,4095.897436,4098.461538,4108.076923,0,0,,,,,,,,,,,,,,,,,
40,16,4108.461538,4098.205128,4106.282051,4108.333333,4097.820512,4110.51282,3892.948717,4121.538461,4116.538461,4096.282051,4105,4096.025641,4094.743589,4110.25641,0,0,,,,,,,,,,,,,,,,,
41,16,4104.615384,4102.307692,4105.769231,4106.410256,4098.846154,4109.230769,3904.358974,4121.282051,4116.538461,4112.692307,4104.487179,4096.410256,4094.230769,4113.846154,0,0,,,,,,,,,,,,,,,,,
42,16,4107.435897,4103.333333,4110.384615,4106.153846,4093.717948,4107.435897,3903.333333,4120,4106.538461,4099.487179,4098.333333,4098.846154,4092.820512,4118.205128,0,0,,,,,,,,,,,,,,,,,
43,16,4110,4104.358974,4108.846154,4106.666666,4091.923077,4107.307692,3902.948717,4119.230769,4102.692307,4082.948718,4101.410256,4099.615384,4093.205128,4121.538461,0,0,,,,,,,,,,,,,,,,,
44,16,4109.487179,4102.307692,4110.897436,4107.307692,4093.846154,4108.589743,3916.410256,4120.641025,4109.743589,4095.128205,4106.538461,4098.333333,4097.051282,4121.025641,0,0,,,,,,,,,,,,,,,,,
45,16,4108.846154,4097.692307,4107.179487,4106.794872,4097.692307,4109.358974,3925.76923,4121.794872,4113.974359,4103.205128,4102.435897,4095.76923,4098.205128,4115.897436,0,0,,,,,,,,,,,,,,,,,
46,16,4105.51282,4096.666666,4098.076923,4104.871795,4098.205128,4107.692307,3926.410256,4121.282051,4111.410256,4096.923077,4101.410256,4092.435897,4096.538461,4111.410256,0,0,,,,,,,,,,,,,,,,,
47,16,4109.743589,4097.692307,4109.102564,4105.25641,4090.641025,4106.153846,3929.230769,4120.25641,4107.051282,4099.743589,4104.871795,4097.307692,4095.897436,4117.051282,0,0,,,,,,,,,,,,,,,,,
48,16,4112.692307,4104.358974,4114.102564,4107.051282,4096.538461,4105.897436,3934.358974,4120.769231,4109.230769,4108.846154,4107.307692,4106.282051,4097.051282,4123.205128,0,0,,,,,,,,,,,,,,,,,
49,16,4113.846154,4106.923077,4113.205128,4109.358974,4105,4108.333333,3936.538461,4122.948718,4110.641025,4102.692307,4107.307692,4105.128205,4095.897436,4121.153846,0,0,,,,,,,,,,,,,,,,,
50,16,4113.205128,4103.589743,4115.128205,4111.538461,4100.384615,4110.641025,3936.410256,4123.205128,4110.51282,4098.974359,4111.666666,4104.487179,4099.615384,4122.948718,0,0,,,,,,,,,,,,,,,,,
51,16,4108.205128,4103.461538,4110.51282,4109.743589,4098.717948,4109.358974,3934.999999,4121.794872,4110.51282,4102.435897,4110.51282,4105.641025,4103.205128,4122.307692,0,0,,,,,,,,,,,,,,,,,
52,16,4108.846154,4101.794871,4109.615384,4107.435897,4096.025641,4107.179487,3934.230769,4120.641025,4103.205128,4094.615384,4099.615384,4097.435897,4093.589743,4111.923077,0,0,,,,,,,,,,,,,,,,,
53,16,4105.128205,4098.846154,4100.897436,4106.923077,4092.051282,4109.102564,3941.02564,4118.589743,4100,4087.564102,4100,4091.666666,4089.230769,4106.282051,0,0,,,,,,,,,,,,,,,,,
54,16,4106.025641,4099.615384,4102.307692,4107.564102,4091.282051,4110.25641,3944.230769,4117.051282,4100.897436,4081.923077,4104.487179,4093.461538,4093.717948,4108.333333,0,0,,,,,,,,,,,,,,,,,
55,16,4112.051282,4097.820512,4111.282051,4108.461538,4089.743589,4107.179487,3936.794871,4112.948718,4094.871795,4083.205128,4097.948718,4092.692307,4089.487179,4108.717948,0,0,,,,,,,,,,,,,,,,,
56,16,4109.871795,4096.794871,4106.538461,4108.076923,4091.538461,4104.871795,3939.743589,4109.358974,4094.487179,4102.435897,4097.948718,4093.461538,4088.846154,4109.358974,0,0,,,,,,,,,,,,,,,,,
57,16,4112.179487,4097.692307,4110.384615,4106.410256,4094.487179,4108.461538,3949.230769,4115.641025,4102.051282,4108.333333,4101.282051,4093.461538,4093.846154,4109.615384,0,0,,,,,,,,,,,,,,,,,
58,16,4110.769231,4097.435897,4110.384615,4106.282051,4095.384615,4110.897436,3953.461538,4122.820513,4108.717948,4101.794871,4102.692307,4091.538461,4095.51282,4109.102564,0,0,,,,,,,,,,,,,,,,,
59,16,4110.384615,4101.538461,4110.25641,4110.128205,4093.717948,4108.974359,3957.435897,4121.538461,4110.128205,4107.948718,4110.384615,4100.25641,4098.205128,4116.794872,0,0,,,,,,,,,,,,,,,,,
60,16,4111.923077,4105.384615,4114.871795,4111.282051,4093.076923,4107.948718,3959.487179,4122.435897,4108.589743,4109.230769,4112.820513,4105.25641,4099.615384,4122.051282,0,0,,,,,,,,,,,,,,,,,
61,16,4100.51282,4099.358974,4105.641025,4106.666666,4099.615384,4107.051282,3955.25641,4122.179487,4107.564102,4093.974359,4105,4095.25641,4098.333333,4113.589743,0,0,,,,,,,,,,,,,,,,,
62,16,4097.307692,4092.051282,4103.974359,4105.384615,4100.25641,4108.846154,3954.743589,4116.025641,4102.051282,4083.461538,4099.871795,4089.615384,4094.487179,4106.410256,0,0,,,,,,,,,,,,,,,,,
63,16,4101.153846,4094.358974,4104.871795,4108.589743,4093.846154,4112.435897,3961.410256,4116.282051,4103.333333,4096.282051,4104.230769,4094.871795,4094.230769,4109.102564,0,0,,,,,,,,,,,,,,,,,
64,16,4101.923077,4092.692307,4100.51282,4105.384615,4094.358974,4108.974359,3960.897435,4117.435897,4102.692307,4100.128205,4101.282051,4093.333333,4094.358974,4108.974359,58,12,,,,,,,,,,,,,,,,,
65,16,4103.076923,4088.589743,4100,4101.282051,4098.717948,4105,3955.76923,4112.692307,4092.820512,4083.974359,4092.307692,4086.410256,4089.358974,4104.230769,247,12,,,,,,,,,,,,,,,,,
66,16,4102.564102,4096.923077,4101.025641,4105.128205,4101.923077,4109.230769,3959.487179,4113.717948,4098.589743,4094.358974,4100,4090.897436,4093.717948,4106.923077,235,10,,,,,,,,,,,,,,,,,
67,16,4110.384615,4101.794871,4111.923077,4107.307692,4101.410256,4111.923077,3961.538461,4119.743589,4109.230769,4112.948718,4106.538461,4099.358974,4100.25641,4114.358974,63,12,,,,,,,,,,,,,,,,,
68,16,4115.51282,4102.692307,4112.692307,4110.384615,4106.538461,4113.461538,3963.846153,4121.282051,4111.923077,4109.743589,4107.179487,4102.820513,4102.564102,4120.128205,3,14,,,,,,,,,,,,,,,,,
69,16,4116.794872,4112.435897,4115,4120.769231,4113.717948,4119.871795,3971.666666,4122.692307,4113.974359,4107.564102,4114.102564,4111.410256,4110.384615,4124.230769,240,8,,,,,,,,,,,,,,,,,
